"id","programName","programDescription","programType","targetRace","workoutDay","workoutTitle","sessionType","garminSport","exerciseName","exerciseDetails","garminExerciseCategory","garminExerciseName","weightKg","restSeconds","sets","reps","runType","runDistance","runPaceZone","runDescription","runEffortLevel","noIntervals"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","36","Treadmill Incline Session","run","RUNNING","","","","","","","","","intervals","1.2","interval","5 min at VO2/interval effort at 7-8% incline","8","5"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","36","Treadmill Incline Session","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","36","Treadmill Incline Session","run","RUNNING","","","","","","","","","easy","1.7","easy","10 min easy cool-down","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","36","Lower Body Strength","strength","STRENGTH_TRAINING","Trap bar deadlift","4×4 | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","36","Lower Body Strength","strength","STRENGTH_TRAINING","Front-foot elevated reverse lunge","3×6 ea | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","36","Lower Body Strength","strength","STRENGTH_TRAINING","Slow eccentric step-down, 5s","3×8 ea | RPE 8 (DESCENT armour)","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","36","Lower Body Strength","strength","STRENGTH_TRAINING","Nordic hamstring curl","3×6 | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","36","Lower Body Strength","strength","STRENGTH_TRAINING","Single-leg calf iso hold","3×35s ea | RPE 7","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","37","Easy Run","run","RUNNING","","","","","","","","","easy","11.7","easy","70 min easy hilly trail.","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","37","CrossFit Conditioning","cardio","CARDIO_TRAINING","Format","CrossFit grind — long. 30 min AMRAP","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","37","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work","400m run · 21 KB swings (32kg) · 15 box step-overs (24in, loaded) · 9 burpee pull-ups","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","37","CrossFit Conditioning","cardio","CARDIO_TRAINING","Notes","Steady sustainable RPE 7. Time-on-feet under load.","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","38","Threshold Run","run","RUNNING","","","","","","","","","easy","2.5","easy","15 min easy warm-up","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","38","Threshold Run","run","RUNNING","","","","","","","","","tempo","1.7","threshold","8 min at threshold effort","8","4"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","38","Threshold Run","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","38","Threshold Run","run","RUNNING","","","","","","","","","easy","1.7","easy","10 min easy cool-down","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","38","Upper Body Strength","strength","STRENGTH_TRAINING","Push press","4×4 | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","38","Upper Body Strength","strength","STRENGTH_TRAINING","Weighted pull-up","4×5 | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","38","Upper Body Strength","strength","STRENGTH_TRAINING","Bench or DB incline press","3×6 | RPE 7-8","","","","","","","","","","","",""
